Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.0015688990000910508,20,20,20,537.1234220030001,20,inf,537.20489688
SoRB,0.0,0.0,20,0.95,False,5.0,0.001599243999862665,20,20,20,525.4263710190002,20,inf,525.4946517410001
