Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,15,0.95,False,inf,0.001585320000003776,15,15,15,434.42938211300003,15,inf,434.47444077299997
SoRB,0.0,0.0,15,0.95,False,3.0,0.0012749269999403623,15,15,15,416.63129008500005,15,inf,416.67126226100004
