Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.00181221599990522,20,20,20,541.1029422500001,20,inf,541.17869355
SoRB,0.0,0.0,20,0.95,False,5.0,0.0013257040002372378,20,20,20,517.4496887629995,20,inf,517.516846747
